SaleID,StoreID,ProductID,Date,Quantity,Price,Discount,TotalAmount,City,State,Manager,StaffCount,Area_sqft,StoreName,Category,SubCategory,Brand,BasePrice,Stock,ProductName
493,7,130,2022-01-21 12:00:00,10,560.01,0.14,4816.086,Delhi,Tamil Nadu,Manager_7,87,3077,Store_7,Footwear,Perfume,Urbano,4261.94,473,Product_130
494,141,581,2022-01-21 13:00:00,1,4191.62,0.13,3646.7094,Mumbai,Tamil Nadu,Manager_141,38,7371,Store_141,Accessories,Boots,HRX,749.78,170,Product_581
495,137,225,2022-01-21 14:00:00,15,671.15,0.24,7651.11,Pune,West Bengal,Manager_137,81,4627,Store_137,Clothing,Frocks,Zudio,3545.31,360,Product_225
496,27,580,2022-01-21 15:00:00,1,4682.38,0.05,4448.261,Delhi,Delhi,Manager_27,46,5180,Store_27,Accessories,Shirts,Zudio,2979.96,140,Product_580
497,122,983,2022-01-21 16:00:00,16,1872.8,0.07,27867.264,Delhi,Delhi,Manager_122,32,5658,Store_122,Accessories,Jeans,HRX,1695.26,200,Product_983
498,5,1005,2022-01-21 17:00:00,18,1820.4,0.05,31128.84,Kolkata,Tamil Nadu,Manager_5,61,9728,Store_5,Cosmetics,Jewelry,Urbano,1281.78,326,Product_1005
499,29,107,2022-01-21 18:00:00,5,1777.32,0.05,8442.27,Chennai,West Bengal,Manager_29,20,4753,Store_29,Accessories,Watches,Puma,1563.87,139,Product_107
500,83,621,2022-01-21 19:00:00,5,4762.35,0.08,21906.81,Mumbai,Telangana,Manager_83,11,9426,Store_83,Footwear,Watches,Puma,1757.6,450,Product_621
501,136,840,2022-01-21 20:00:00,10,4904.52,0.16,41197.968,Delhi,Maharashtra,Manager_136,70,3181,Store_136,Footwear,Boots,Levis,4690.33,74,Product_840
502,109,1127,2022-01-21 21:00:00,12,4871.55,0.21,46182.29400000001,Pune,Maharashtra,Manager_109,53,5973,Store_109,Footwear,Sweaters,HRX,763.1,126,Product_1127
503,65,1165,2022-01-21 22:00:00,10,3582.98,0.11,31888.522000000004,Pune,West Bengal,Manager_65,53,6748,Store_65,Kidswear,Sneakers,Urbano,4428.85,326,Product_1165
504,86,577,2022-01-21 23:00:00,2,733.08,0.13,1275.5592,Chennai,Delhi,Manager_86,51,6256,Store_86,Accessories,Watches,Zudio,4675.58,260,Product_577
505,145,1158,2022-01-22 00:00:00,1,2054.54,0.24,1561.4504,Kolkata,Tamil Nadu,Manager_145,52,7657,Store_145,Kidswear,Foundation,Urbano,1412.08,117,Product_1158
506,71,199,2022-01-22 01:00:00,16,1588.68,0.16,21351.8592,Hyderabad,Maharashtra,Manager_71,60,8383,Store_71,Clothing,Shirts,Urbano,1306.78,434,Product_199
507,45,510,2022-01-22 02:00:00,18,3600.27,0.18,53139.9852,Mumbai,Karnataka,Manager_45,41,3224,Store_45,Clothing,Sweaters,Puma,1955.63,390,Product_510
508,132,667,2022-01-22 03:00:00,7,2564.74,0.16,15080.6712,Kolkata,West Bengal,Manager_132,55,5741,Store_132,Accessories,T-Shirts,Puma,743.04,269,Product_667
509,36,79,2022-01-22 04:00:00,4,3159.21,0.24,9603.9984,Kolkata,Delhi,Manager_36,35,7086,Store_36,Clothing,Sandals,HRX,4421.91,456,Product_79
510,70,894,2022-01-22 05:00:00,10,241.91,0.06,2273.954,Delhi,West Bengal,Manager_70,65,5082,Store_70,Kidswear,Bags,Puma,4327.29,214,Product_894
511,19,512,2022-01-22 06:00:00,10,3957.75,0.29,28100.025,Pune,Karnataka,Manager_19,37,3295,Store_19,Clothing,Dresses,Levis,1875.44,396,Product_512
512,108,250,2022-01-22 07:00:00,11,4769.85,0.26,38826.579000000005,Pune,West Bengal,Manager_108,74,8086,Store_108,Footwear,Shirts,HRX,1340.08,139,Product_250
513,91,889,2022-01-22 08:00:00,3,3412.99,0.12,9010.2936,Delhi,Delhi,Manager_91,49,3222,Store_91,Accessories,Bags,Puma,1576.61,475,Product_889
514,90,1024,2022-01-22 09:00:00,14,4289.3,0.12,52844.17600000001,Bangalore,Maharashtra,Manager_90,32,6170,Store_90,Cosmetics,Bags,Zudio,1912.97,462,Product_1024
515,19,599,2022-01-22 10:00:00,13,2495.6,0.25,24332.1,Pune,Karnataka,Manager_19,37,3295,Store_19,Accessories,Frocks,Levis,4551.48,148,Product_599
516,39,753,2022-01-22 11:00:00,19,297.0,0.13,4909.41,Mumbai,Karnataka,Manager_39,44,6677,Store_39,Kidswear,Bags,Levis,834.14,380,Product_753
517,126,600,2022-01-22 12:00:00,10,4954.25,0.15,42111.125,Chennai,Delhi,Manager_126,41,4333,Store_126,Accessories,Jackets,Levis,4467.34,450,Product_600
518,141,975,2022-01-22 13:00:00,15,482.39,0.22,5643.963,Mumbai,Tamil Nadu,Manager_141,38,7371,Store_141,Clothing,Shorts,Zudio,3750.65,449,Product_975
519,126,483,2022-01-22 14:00:00,8,1125.32,0.12,7922.252799999999,Chennai,Delhi,Manager_126,41,4333,Store_126,Footwear,Shorts,Puma,2713.24,291,Product_483
520,58,836,2022-01-22 15:00:00,17,451.71,0.14,6604.0002,Pune,Karnataka,Manager_58,15,5500,Store_58,Cosmetics,Shirts,HRX,3261.15,342,Product_836
521,148,172,2022-01-22 16:00:00,6,3199.8,0.01,19006.812,Kolkata,Telangana,Manager_148,34,7816,Store_148,Kidswear,Lipstick,Levis,4022.35,499,Product_172
522,61,869,2022-01-22 17:00:00,7,2999.51,0.04,20156.7072,Kolkata,Delhi,Manager_61,31,6917,Store_61,Kidswear,Bags,HRX,1208.27,352,Product_869
523,127,17,2022-01-22 18:00:00,14,1206.41,0.14,14525.1764,Bangalore,Karnataka,Manager_127,49,5094,Store_127,Footwear,Sweaters,Puma,506.28,340,Product_17
524,105,394,2022-01-22 19:00:00,8,4791.94,0.01,37952.1648,Delhi,Telangana,Manager_105,63,5893,Store_105,Kidswear,Jewelry,Levis,992.79,444,Product_394
525,1,234,2022-01-22 20:00:00,12,4584.73,0.09,50065.2516,Hyderabad,Delhi,Manager_1,45,4522,Store_1,Clothing,Sandals,Puma,3225.0,288,Product_234
526,131,248,2022-01-22 21:00:00,18,1543.09,0.13,24164.7894,Kolkata,Maharashtra,Manager_131,36,2862,Store_131,Clothing,Sweaters,HRX,2712.39,281,Product_248
527,92,52,2022-01-22 22:00:00,14,3362.55,0.03,45663.429,Kolkata,Maharashtra,Manager_92,94,8180,Store_92,Kidswear,Perfume,Levis,3657.56,228,Product_52
528,113,15,2022-01-22 23:00:00,1,4305.12,0.02,4219.0176,Pune,Tamil Nadu,Manager_113,93,7734,Store_113,Kidswear,Shorts,Levis,4510.55,372,Product_15
529,56,441,2022-01-23 00:00:00,4,1927.03,0.0,7708.12,Hyderabad,West Bengal,Manager_56,99,8458,Store_56,Footwear,Lipstick,Urbano,1650.28,392,Product_441
530,117,1136,2022-01-23 01:00:00,17,1417.2,0.15,20478.54,Mumbai,West Bengal,Manager_117,71,9537,Store_117,Cosmetics,Jewelry,Zudio,1413.25,287,Product_1136
531,134,696,2022-01-23 02:00:00,18,1429.71,0.04,24705.3888,Kolkata,Maharashtra,Manager_134,12,8758,Store_134,Kidswear,Foundation,Urbano,4633.04,82,Product_696
532,58,7,2022-01-23 03:00:00,19,4138.19,0.21,62114.23189999999,Pune,Karnataka,Manager_58,15,5500,Store_58,Clothing,Sneakers,Levis,3540.26,89,Product_7
533,44,826,2022-01-23 04:00:00,4,2422.74,0.15,8237.315999999999,Mumbai,Telangana,Manager_44,21,2565,Store_44,Accessories,Boots,Puma,644.54,230,Product_826
534,61,1130,2022-01-23 05:00:00,6,3633.62,0.01,21583.702800000003,Kolkata,Delhi,Manager_61,31,6917,Store_61,Kidswear,Lipstick,Urbano,3477.81,488,Product_1130
535,47,1037,2022-01-23 06:00:00,8,3321.44,0.02,26040.0896,Kolkata,Telangana,Manager_47,68,8934,Store_47,Clothing,Foundation,Puma,681.94,156,Product_1037
536,149,1170,2022-01-23 07:00:00,15,1669.88,0.28,18034.704,Pune,West Bengal,Manager_149,64,7774,Store_149,Accessories,T-Shirts,Levis,3673.91,51,Product_1170
537,80,478,2022-01-23 08:00:00,1,1198.77,0.04,1150.8192,Kolkata,Telangana,Manager_80,37,5032,Store_80,Footwear,Lipstick,HRX,1031.12,169,Product_478
538,118,631,2022-01-23 09:00:00,5,803.77,0.23,3094.5145,Chennai,Tamil Nadu,Manager_118,96,6095,Store_118,Cosmetics,T-Shirts,Puma,4155.78,273,Product_631
539,147,715,2022-01-23 10:00:00,16,314.65,0.07,4681.991999999999,Pune,Karnataka,Manager_147,17,6621,Store_147,Cosmetics,Lipstick,Urbano,2090.22,138,Product_715
540,20,115,2022-01-23 11:00:00,6,590.03,0.1,3186.162,Chennai,Tamil Nadu,Manager_20,76,3914,Store_20,Cosmetics,Sneakers,Puma,3037.73,490,Product_115
541,146,509,2022-01-23 12:00:00,10,1429.98,0.01,14156.802,Delhi,Karnataka,Manager_146,81,9804,Store_146,Kidswear,Sneakers,HRX,1926.98,56,Product_509
542,47,1176,2022-01-23 13:00:00,10,3625.28,0.17,30089.824,Kolkata,Telangana,Manager_47,68,8934,Store_47,Footwear,Shirts,Zudio,732.31,487,Product_1176
543,49,57,2022-01-23 14:00:00,5,943.61,0.14,4057.523,Kolkata,Karnataka,Manager_49,46,5728,Store_49,Clothing,Lipstick,Urbano,4151.11,170,Product_57
544,14,382,2022-01-23 15:00:00,8,2712.3,0.22,16924.752,Hyderabad,Telangana,Manager_14,95,8754,Store_14,Footwear,Creams,HRX,4636.13,199,Product_382
545,143,1181,2022-01-23 16:00:00,1,1376.63,0.27,1004.9399,Delhi,Delhi,Manager_143,47,8612,Store_143,Clothing,Frocks,Urbano,3198.21,289,Product_1181
546,1,952,2022-01-23 17:00:00,5,2656.69,0.16,11158.098,Hyderabad,Delhi,Manager_1,45,4522,Store_1,Kidswear,Sweaters,Zudio,2649.38,84,Product_952
547,117,1157,2022-01-23 18:00:00,1,3800.05,0.29,2698.0355,Mumbai,West Bengal,Manager_117,71,9537,Store_117,Footwear,Frocks,Levis,2149.1,319,Product_1157
548,54,1187,2022-01-23 19:00:00,7,1476.71,0.04,9923.4912,Kolkata,Maharashtra,Manager_54,45,9470,Store_54,Accessories,Perfume,Levis,1016.44,265,Product_1187
549,118,275,2022-01-23 20:00:00,15,1869.91,0.1,25243.785000000003,Chennai,Tamil Nadu,Manager_118,96,6095,Store_118,Clothing,Jewelry,Urbano,1081.56,190,Product_275
550,3,1101,2022-01-23 21:00:00,14,3670.4,0.25,38539.2,Pune,Tamil Nadu,Manager_3,69,8978,Store_3,Clothing,Sweaters,Levis,2629.45,199,Product_1101
551,144,44,2022-01-23 22:00:00,9,2822.42,0.17,21083.4774,Kolkata,Karnataka,Manager_144,60,3742,Store_144,Kidswear,Bags,Urbano,2675.14,248,Product_44
552,12,718,2022-01-23 23:00:00,8,653.92,0.16,4394.3424,Chennai,Telangana,Manager_12,74,8717,Store_12,Accessories,Belts,Levis,1610.83,423,Product_718
553,74,318,2022-01-24 00:00:00,8,3839.14,0.14,26413.2832,Pune,Telangana,Manager_74,19,8549,Store_74,Footwear,Jewelry,Zudio,2720.63,239,Product_318
554,16,534,2022-01-24 01:00:00,3,1531.71,0.01,4549.1787,Mumbai,Maharashtra,Manager_16,24,6252,Store_16,Accessories,T-Shirts,HRX,4143.49,452,Product_534
555,102,1178,2022-01-24 02:00:00,4,2048.28,0.02,8029.257600000001,Delhi,Telangana,Manager_102,61,9925,Store_102,Accessories,Sweaters,HRX,828.81,123,Product_1178
556,117,237,2022-01-24 03:00:00,17,1376.85,0.03,22704.2565,Mumbai,West Bengal,Manager_117,71,9537,Store_117,Accessories,Shorts,Levis,2591.43,137,Product_237
557,8,893,2022-01-24 04:00:00,6,2808.11,0.06,15837.7404,Hyderabad,Delhi,Manager_8,86,9871,Store_8,Accessories,Bags,Urbano,2927.78,296,Product_893
558,122,517,2022-01-24 05:00:00,2,3597.29,0.03,6978.7426,Delhi,Delhi,Manager_122,32,5658,Store_122,Cosmetics,Shorts,Urbano,761.49,83,Product_517
559,92,38,2022-01-24 06:00:00,9,4055.44,0.03,35403.9912,Kolkata,Maharashtra,Manager_92,94,8180,Store_92,Footwear,Creams,Urbano,2037.67,199,Product_38
560,90,654,2022-01-24 07:00:00,14,4626.19,0.19,52460.9946,Bangalore,Maharashtra,Manager_90,32,6170,Store_90,Accessories,Dresses,Levis,286.0,456,Product_654
561,136,747,2022-01-24 08:00:00,1,1924.24,0.04,1847.2704,Delhi,Maharashtra,Manager_136,70,3181,Store_136,Accessories,Shirts,Puma,3686.93,66,Product_747
562,60,841,2022-01-24 09:00:00,17,4676.55,0.14,68371.16100000001,Bangalore,Karnataka,Manager_60,86,5133,Store_60,Kidswear,Dresses,Puma,2007.79,355,Product_841
563,28,448,2022-01-24 10:00:00,11,3161.38,0.02,34079.6764,Mumbai,Maharashtra,Manager_28,14,8231,Store_28,Kidswear,Shirts,Levis,2816.66,481,Product_448
564,101,684,2022-01-24 11:00:00,6,2070.05,0.08,11426.676,Kolkata,Delhi,Manager_101,74,6805,Store_101,Clothing,Foundation,Levis,2001.45,497,Product_684
565,41,125,2022-01-24 12:00:00,1,4459.01,0.28,3210.4872,Chennai,Tamil Nadu,Manager_41,29,4638,Store_41,Clothing,Sweaters,HRX,4250.44,489,Product_125
566,145,1089,2022-01-24 13:00:00,19,2982.22,0.01,56095.55819999999,Kolkata,Tamil Nadu,Manager_145,52,7657,Store_145,Cosmetics,Belts,Levis,3151.72,457,Product_1089
567,141,793,2022-01-24 14:00:00,16,2380.56,0.26,28185.8304,Mumbai,Tamil Nadu,Manager_141,38,7371,Store_141,Cosmetics,Sneakers,Levis,2894.46,257,Product_793
568,46,784,2022-01-24 15:00:00,18,255.21,0.23,3537.2106,Kolkata,West Bengal,Manager_46,57,8525,Store_46,Cosmetics,Dresses,Zudio,4641.41,314,Product_784
569,35,226,2022-01-24 16:00:00,11,3644.04,0.28,28860.7968,Pune,Delhi,Manager_35,30,7254,Store_35,Kidswear,Sneakers,Puma,3660.67,157,Product_226
570,134,465,2022-01-24 17:00:00,9,571.27,0.24,3907.4868,Kolkata,Maharashtra,Manager_134,12,8758,Store_134,Accessories,Jeans,Urbano,4905.68,192,Product_465
571,82,643,2022-01-24 18:00:00,6,1589.09,0.25,7150.904999999999,Bangalore,Tamil Nadu,Manager_82,76,6665,Store_82,Cosmetics,Sweaters,Puma,1442.8,163,Product_643
572,115,293,2022-01-24 19:00:00,2,4816.13,0.03,9343.2922,Mumbai,West Bengal,Manager_115,25,4021,Store_115,Accessories,Lipstick,Urbano,3882.61,364,Product_293
573,47,721,2022-01-24 20:00:00,8,945.02,0.25,5670.12,Kolkata,Telangana,Manager_47,68,8934,Store_47,Footwear,Creams,Puma,2529.58,320,Product_721
574,10,756,2022-01-24 21:00:00,16,1696.56,0.14,23344.6656,Pune,West Bengal,Manager_10,80,7616,Store_10,Kidswear,Belts,HRX,1948.31,242,Product_756
575,56,166,2022-01-24 22:00:00,8,4675.23,0.11,33287.637599999995,Hyderabad,West Bengal,Manager_56,99,8458,Store_56,Kidswear,Jewelry,Urbano,4036.51,272,Product_166
576,30,769,2022-01-24 23:00:00,8,1820.88,0.05,13838.688,Chennai,Maharashtra,Manager_30,21,4052,Store_30,Clothing,Creams,Zudio,4518.95,322,Product_769
577,109,1007,2022-01-25 00:00:00,14,1777.64,0.0,24886.960000000003,Pune,Maharashtra,Manager_109,53,5973,Store_109,Cosmetics,Sandals,Urbano,2783.99,265,Product_1007
578,5,871,2022-01-25 01:00:00,1,3310.18,0.19,2681.2458,Kolkata,Tamil Nadu,Manager_5,61,9728,Store_5,Accessories,Shirts,HRX,1684.91,190,Product_871
579,119,1076,2022-01-25 02:00:00,7,830.51,0.22,4534.5846,Delhi,West Bengal,Manager_119,74,8767,Store_119,Clothing,Jackets,Puma,2162.52,393,Product_1076
580,33,567,2022-01-25 03:00:00,2,4869.21,0.12,8569.8096,Bangalore,West Bengal,Manager_33,23,3579,Store_33,Accessories,Flip-Flops,HRX,3223.05,148,Product_567
581,118,1038,2022-01-25 04:00:00,15,1520.11,0.05,21661.5675,Chennai,Tamil Nadu,Manager_118,96,6095,Store_118,Footwear,Shirts,Zudio,4485.19,333,Product_1038
582,65,602,2022-01-25 05:00:00,18,3971.31,0.04,68624.2368,Pune,West Bengal,Manager_65,53,6748,Store_65,Footwear,Foundation,Puma,2757.89,145,Product_602
583,146,1113,2022-01-25 06:00:00,4,1580.55,0.05,6006.089999999999,Delhi,Karnataka,Manager_146,81,9804,Store_146,Clothing,Sandals,Puma,3132.28,267,Product_1113
584,11,905,2022-01-25 07:00:00,18,1521.79,0.02,26844.3756,Chennai,Telangana,Manager_11,47,6631,Store_11,Clothing,Foundation,Puma,4344.86,381,Product_905
585,85,41,2022-01-25 08:00:00,5,476.06,0.11,2118.467,Delhi,Maharashtra,Manager_85,15,2986,Store_85,Accessories,Shorts,Zudio,994.59,154,Product_41
586,26,1162,2022-01-25 09:00:00,16,772.74,0.18,10138.348800000002,Mumbai,West Bengal,Manager_26,25,7424,Store_26,Footwear,Foundation,Zudio,3347.59,106,Product_1162
587,63,1030,2022-01-25 10:00:00,13,2705.44,0.13,30598.5264,Mumbai,Karnataka,Manager_63,32,9114,Store_63,Kidswear,Foundation,Puma,3328.02,287,Product_1030
588,86,242,2022-01-25 11:00:00,9,2968.85,0.04,25650.864,Chennai,Delhi,Manager_86,51,6256,Store_86,Accessories,Bags,Zudio,1280.07,73,Product_242
589,59,162,2022-01-25 12:00:00,5,4116.05,0.24,15640.99,Kolkata,Tamil Nadu,Manager_59,55,6461,Store_59,Kidswear,Dresses,Zudio,4670.66,172,Product_162
590,27,1019,2022-01-25 13:00:00,8,489.03,0.09,3560.1384,Delhi,Delhi,Manager_27,46,5180,Store_27,Accessories,Dresses,Levis,1478.86,440,Product_1019
591,98,692,2022-01-25 14:00:00,18,1909.52,0.18,28184.5152,Delhi,West Bengal,Manager_98,29,7543,Store_98,Cosmetics,Shirts,Zudio,2286.24,322,Product_692
592,105,809,2022-01-25 15:00:00,3,1160.76,0.07,3238.5203999999994,Delhi,Telangana,Manager_105,63,5893,Store_105,Cosmetics,Belts,Urbano,3901.9,341,Product_809
593,99,979,2022-01-25 16:00:00,6,1917.81,0.18,9435.6252,Chennai,Maharashtra,Manager_99,56,4485,Store_99,Kidswear,Frocks,Zudio,3399.53,416,Product_979
594,129,518,2022-01-25 17:00:00,11,1900.67,0.04,20071.075200000003,Pune,Delhi,Manager_129,57,4550,Store_129,Kidswear,Jeans,Puma,3708.71,259,Product_518
595,149,898,2022-01-25 18:00:00,14,1900.54,0.2,21286.048,Pune,West Bengal,Manager_149,64,7774,Store_149,Clothing,Boots,Puma,3722.81,115,Product_898
596,55,783,2022-01-25 19:00:00,19,1686.24,0.17,26592.0048,Chennai,Karnataka,Manager_55,85,3500,Store_55,Footwear,Dresses,Levis,3034.61,370,Product_783
597,6,784,2022-01-25 20:00:00,7,3867.09,0.16,22738.4892,Mumbai,Tamil Nadu,Manager_6,31,7364,Store_6,Cosmetics,Dresses,Zudio,4641.41,314,Product_784
598,95,1180,2022-01-25 21:00:00,10,3510.59,0.07,32648.487,Mumbai,Maharashtra,Manager_95,85,9962,Store_95,Accessories,Shirts,Levis,1808.79,178,Product_1180
599,133,85,2022-01-25 22:00:00,15,1839.05,0.16,23172.03,Chennai,Telangana,Manager_133,80,2122,Store_133,Kidswear,Shirts,Puma,850.9,338,Product_85
600,102,1034,2022-01-25 23:00:00,6,903.14,0.27,3955.7532,Delhi,Telangana,Manager_102,61,9925,Store_102,Kidswear,Jackets,HRX,1215.84,75,Product_1034
601,3,138,2022-01-26 00:00:00,6,2687.75,0.04,15481.44,Pune,Tamil Nadu,Manager_3,69,8978,Store_3,Cosmetics,Sweaters,Levis,2047.82,340,Product_138
602,23,754,2022-01-26 01:00:00,16,4610.47,0.21,58276.340800000005,Mumbai,West Bengal,Manager_23,42,3278,Store_23,Kidswear,Dresses,HRX,3268.39,489,Product_754
603,53,906,2022-01-26 02:00:00,9,793.08,0.03,6923.5884,Mumbai,Delhi,Manager_53,23,8758,Store_53,Clothing,Shorts,Levis,4137.73,459,Product_906
604,83,713,2022-01-26 03:00:00,19,3814.54,0.1,65228.634,Mumbai,Telangana,Manager_83,11,9426,Store_83,Accessories,Sweaters,Levis,3935.33,194,Product_713
605,145,156,2022-01-26 04:00:00,18,3077.02,0.21,43755.2244,Kolkata,Tamil Nadu,Manager_145,52,7657,Store_145,Kidswear,Sweaters,HRX,4386.45,384,Product_156
606,85,408,2022-01-26 05:00:00,5,3025.23,0.17,12554.7045,Delhi,Maharashtra,Manager_85,15,2986,Store_85,Kidswear,Perfume,Puma,788.07,62,Product_408
607,78,787,2022-01-26 06:00:00,16,4686.35,0.2,59985.280000000006,Chennai,Karnataka,Manager_78,57,4084,Store_78,Cosmetics,T-Shirts,Urbano,1233.74,263,Product_787
608,110,580,2022-01-26 07:00:00,7,4788.51,0.29,23798.8947,Bangalore,Telangana,Manager_110,17,4879,Store_110,Accessories,Shirts,Zudio,2979.96,140,Product_580
609,1,554,2022-01-26 08:00:00,19,1370.43,0.29,18487.1007,Hyderabad,Delhi,Manager_1,45,4522,Store_1,Kidswear,Lipstick,Puma,3457.95,419,Product_554
610,51,396,2022-01-26 09:00:00,5,4080.69,0.27,14894.5185,Chennai,Tamil Nadu,Manager_51,70,3622,Store_51,Cosmetics,Lipstick,Urbano,3788.09,450,Product_396
611,4,1158,2022-01-26 10:00:00,11,3179.84,0.15,29731.504000000004,Mumbai,Telangana,Manager_4,96,8968,Store_4,Kidswear,Foundation,Urbano,1412.08,117,Product_1158
612,113,810,2022-01-26 11:00:00,18,2162.46,0.1,35031.852,Pune,Tamil Nadu,Manager_113,93,7734,Store_113,Footwear,T-Shirts,Zudio,2939.87,221,Product_810
613,32,962,2022-01-26 12:00:00,7,3394.98,0.08,21863.6712,Chennai,Telangana,Manager_32,27,3460,Store_32,Cosmetics,T-Shirts,Urbano,3688.68,313,Product_962
614,34,542,2022-01-26 13:00:00,18,4788.64,0.17,71542.2816,Bangalore,West Bengal,Manager_34,42,7358,Store_34,Footwear,Jackets,Urbano,3179.54,386,Product_542
615,92,1033,2022-01-26 14:00:00,3,2681.0,0.14,6916.98,Kolkata,Maharashtra,Manager_92,94,8180,Store_92,Accessories,Creams,HRX,4810.61,350,Product_1033
616,95,987,2022-01-26 15:00:00,5,4712.38,0.3,16493.33,Mumbai,Maharashtra,Manager_95,85,9962,Store_95,Clothing,Lipstick,HRX,927.74,168,Product_987
617,72,170,2022-01-26 16:00:00,13,3285.86,0.16,35881.591199999995,Bangalore,Tamil Nadu,Manager_72,72,6464,Store_72,Footwear,Dresses,Puma,4202.06,383,Product_170
618,39,290,2022-01-26 17:00:00,16,2517.96,0.1,36258.624,Mumbai,Karnataka,Manager_39,44,6677,Store_39,Clothing,Shorts,Puma,2327.42,374,Product_290
619,118,1192,2022-01-26 18:00:00,12,3292.02,0.19,31998.4344,Chennai,Tamil Nadu,Manager_118,96,6095,Store_118,Footwear,Lipstick,Urbano,1948.55,90,Product_1192
620,3,1169,2022-01-26 19:00:00,7,3092.2,0.01,21428.946,Pune,Tamil Nadu,Manager_3,69,8978,Store_3,Accessories,Boots,HRX,4879.4,460,Product_1169
621,123,740,2022-01-26 20:00:00,13,2224.15,0.03,28046.5315,Delhi,West Bengal,Manager_123,47,9643,Store_123,Accessories,Jeans,Zudio,4059.41,239,Product_740
622,50,588,2022-01-26 21:00:00,1,2899.81,0.2,2319.848,Kolkata,Telangana,Manager_50,49,7748,Store_50,Cosmetics,Shirts,Puma,4829.84,82,Product_588
623,12,735,2022-01-26 22:00:00,15,3575.59,0.04,51488.49600000001,Chennai,Telangana,Manager_12,74,8717,Store_12,Clothing,Sandals,Puma,992.04,221,Product_735
624,54,457,2022-01-26 23:00:00,12,4226.56,0.23,39053.4144,Kolkata,Maharashtra,Manager_54,45,9470,Store_54,Accessories,Dresses,Zudio,3667.95,112,Product_457
625,133,701,2022-01-27 00:00:00,17,1660.79,0.02,27668.7614,Chennai,Telangana,Manager_133,80,2122,Store_133,Clothing,Belts,Puma,2441.61,453,Product_701
626,57,979,2022-01-27 01:00:00,5,270.31,0.18,1108.271,Hyderabad,Telangana,Manager_57,43,5686,Store_57,Kidswear,Frocks,Zudio,3399.53,416,Product_979
627,145,46,2022-01-27 02:00:00,17,2845.85,0.2,38703.56,Kolkata,Tamil Nadu,Manager_145,52,7657,Store_145,Footwear,Sneakers,Urbano,2995.76,441,Product_46
628,112,1041,2022-01-27 03:00:00,15,2548.56,0.23,29435.868,Chennai,Telangana,Manager_112,32,7696,Store_112,Cosmetics,Flip-Flops,Urbano,723.67,122,Product_1041
629,47,1147,2022-01-27 04:00:00,19,460.15,0.27,6382.2805,Kolkata,Telangana,Manager_47,68,8934,Store_47,Footwear,Flip-Flops,Levis,309.12,358,Product_1147
630,85,231,2022-01-27 05:00:00,1,3236.03,0.09,2944.7873000000004,Delhi,Maharashtra,Manager_85,15,2986,Store_85,Footwear,Watches,Levis,1834.05,417,Product_231
631,142,950,2022-01-27 06:00:00,4,4718.72,0.22,14722.406400000002,Bangalore,Delhi,Manager_142,81,7787,Store_142,Accessories,Shirts,Urbano,4673.66,146,Product_950
632,66,637,2022-01-27 07:00:00,3,2130.71,0.02,6264.2874,Delhi,Telangana,Manager_66,20,9435,Store_66,Kidswear,Foundation,Urbano,4209.72,282,Product_637
633,75,112,2022-01-27 08:00:00,8,4492.93,0.25,26957.58,Kolkata,Delhi,Manager_75,97,2212,Store_75,Kidswear,Shorts,Puma,4203.04,271,Product_112
634,103,593,2022-01-27 09:00:00,9,4102.89,0.27,26955.9873,Kolkata,Karnataka,Manager_103,72,3396,Store_103,Kidswear,Sneakers,Urbano,3367.25,430,Product_593
635,38,859,2022-01-27 10:00:00,12,976.24,0.22,9137.6064,Chennai,Delhi,Manager_38,34,4559,Store_38,Clothing,Perfume,Zudio,4164.29,303,Product_859
636,50,391,2022-01-27 11:00:00,5,3978.94,0.08,18303.124,Kolkata,Telangana,Manager_50,49,7748,Store_50,Cosmetics,Sweaters,Levis,1316.11,352,Product_391
637,98,392,2022-01-27 12:00:00,9,2680.19,0.02,23639.2758,Delhi,West Bengal,Manager_98,29,7543,Store_98,Cosmetics,Shorts,Zudio,290.73,209,Product_392
638,82,328,2022-01-27 13:00:00,1,4609.42,0.13,4010.1954,Bangalore,Tamil Nadu,Manager_82,76,6665,Store_82,Footwear,T-Shirts,Puma,724.58,295,Product_328
639,30,747,2022-01-27 14:00:00,11,1109.25,0.08,11225.61,Chennai,Maharashtra,Manager_30,21,4052,Store_30,Accessories,Shirts,Puma,3686.93,66,Product_747
640,79,367,2022-01-27 15:00:00,7,800.22,0.16,4705.2936,Mumbai,Delhi,Manager_79,13,7923,Store_79,Footwear,Belts,HRX,4371.52,354,Product_367
641,91,82,2022-01-27 16:00:00,14,1358.15,0.12,16732.408000000003,Delhi,Delhi,Manager_91,49,3222,Store_91,Clothing,Sandals,Puma,3272.35,475,Product_82
642,52,806,2022-01-27 17:00:00,3,486.21,0.04,1400.2848,Hyderabad,West Bengal,Manager_52,65,3325,Store_52,Accessories,Sandals,Urbano,3896.16,57,Product_806
643,79,822,2022-01-27 18:00:00,11,1736.38,0.25,14325.135,Mumbai,Delhi,Manager_79,13,7923,Store_79,Accessories,Boots,Zudio,931.46,289,Product_822
644,30,1100,2022-01-27 19:00:00,17,1558.44,0.26,19605.1752,Chennai,Maharashtra,Manager_30,21,4052,Store_30,Kidswear,Dresses,Puma,784.21,385,Product_1100
