SaleID,StoreID,ProductID,Date,Quantity,Price,Discount,TotalAmount
1211,131,421,2022-02-20 10:00:00,12,2642.59,0.18,26003.085600000002
1212,37,263,2022-02-20 11:00:00,8,1480.04,0.24,8998.6432
1213,108,166,2022-02-20 12:00:00,17,2081.69,0.18,29018.758600000005
1214,39,428,2022-02-20 13:00:00,14,3633.61,0.24,38661.6104
1215,15,397,2022-02-20 14:00:00,17,761.15,0.07,12033.7815
1216,120,796,2022-02-20 15:00:00,6,4806.35,0.1,25954.29
1217,4,107,2022-02-20 16:00:00,17,404.14,0.03,6664.2686
1218,93,98,2022-02-20 17:00:00,8,4071.38,0.3,22799.728
1219,141,43,2022-02-20 18:00:00,13,3678.04,0.24,36339.0352
1220,16,242,2022-02-20 19:00:00,16,1554.03,0.21,19642.9392
1221,108,95,2022-02-20 20:00:00,12,767.95,0.06,8662.476
1222,126,188,2022-02-20 21:00:00,17,4291.4,0.21,57633.50199999999
1223,55,385,2022-02-20 22:00:00,18,3462.14,0.26,46115.7048
1224,34,819,2022-02-20 23:00:00,8,1596.23,0.24,9705.0784
1225,13,1191,2022-02-21 00:00:00,18,281.26,0.23,3898.2636
1226,141,1149,2022-02-21 01:00:00,11,4704.75,0.12,45541.98
1227,18,87,2022-02-21 02:00:00,13,2140.42,0.23,21425.6042
1228,96,489,2022-02-21 03:00:00,12,1046.08,0.15,10670.016
1229,123,226,2022-02-21 04:00:00,15,4576.8,0.12,60413.76
1230,39,345,2022-02-21 05:00:00,3,1923.3,0.29,4096.629
1231,46,518,2022-02-21 06:00:00,3,2423.61,0.04,6979.9968
1232,29,1055,2022-02-21 07:00:00,6,3553.37,0.26,15776.962800000001
1233,62,296,2022-02-21 08:00:00,3,4133.21,0.1,11159.667000000001
1234,16,414,2022-02-21 09:00:00,9,680.85,0.15,5208.5025000000005
1235,121,135,2022-02-21 10:00:00,11,4513.63,0.11,44188.4377
1236,10,525,2022-02-21 11:00:00,8,4676.19,0.15,31798.091999999997
1237,103,1009,2022-02-21 12:00:00,4,1444.49,0.25,4333.47
1238,84,4,2022-02-21 13:00:00,15,2587.46,0.05,36871.305
1239,133,178,2022-02-21 14:00:00,5,4317.8,0.23,16623.53
1240,65,746,2022-02-21 15:00:00,7,2539.27,0.13,15464.1543
1241,3,259,2022-02-21 16:00:00,8,2513.48,0.28,14477.6448
1242,142,652,2022-02-21 17:00:00,7,3168.91,0.16,18633.190799999997
1243,120,1089,2022-02-21 18:00:00,8,3883.71,0.01,30758.9832
1244,68,1041,2022-02-21 19:00:00,4,3394.96,0.27,9913.2832
1245,146,544,2022-02-21 20:00:00,1,3207.52,0.28,2309.4144
1246,37,435,2022-02-21 21:00:00,5,1984.02,0.05,9424.095
1247,73,290,2022-02-21 22:00:00,11,3224.35,0.29,25182.173499999997
1248,143,803,2022-02-21 23:00:00,4,695.71,0.13,2421.0708
1249,49,483,2022-02-22 00:00:00,2,2165.88,0.27,3162.1848
1250,121,234,2022-02-22 01:00:00,17,1104.09,0.11,16704.881699999998
1251,88,408,2022-02-22 02:00:00,12,2780.33,0.01,33030.3204
1252,140,694,2022-02-22 03:00:00,2,1457.82,0.24,2215.8864
1253,37,1170,2022-02-22 04:00:00,9,2628.49,0.27,17269.179299999996
1254,61,562,2022-02-22 05:00:00,6,3931.16,0.05,22407.611999999997
1255,124,430,2022-02-22 06:00:00,6,2283.16,0.17,11370.136799999998
1256,39,432,2022-02-22 07:00:00,18,1249.9,0.25,16873.65
1257,63,497,2022-02-22 08:00:00,3,1270.31,0.14,3277.3997999999997
1258,46,983,2022-02-22 09:00:00,15,4550.02,0.24,51870.228
1259,88,1113,2022-02-22 10:00:00,7,3948.34,0.19,22387.0878
1260,11,997,2022-02-22 11:00:00,13,375.55,0.22,3808.0770000000007
1261,62,897,2022-02-22 12:00:00,10,4725.07,0.28,34020.50399999999
1262,77,827,2022-02-22 13:00:00,4,740.31,0.13,2576.2787999999996
1263,52,778,2022-02-22 14:00:00,16,3334.12,0.23,41076.3584
1264,4,223,2022-02-22 15:00:00,9,2847.21,0.21,20243.6631
1265,59,468,2022-02-22 16:00:00,10,424.03,0.13,3689.0609999999992
1266,72,569,2022-02-22 17:00:00,19,1616.83,0.11,27340.595299999997
1267,148,375,2022-02-22 18:00:00,17,3924.1,0.26,49365.178
1268,93,1136,2022-02-22 19:00:00,1,1673.02,0.06,1572.6388
1269,63,527,2022-02-22 20:00:00,13,2505.6,0.1,29315.52
1270,54,412,2022-02-22 21:00:00,4,3550.16,0.29,10082.454399999999
1271,117,269,2022-02-22 22:00:00,15,543.55,0.08,7500.99
1272,110,626,2022-02-22 23:00:00,10,4196.51,0.26,31054.174000000003
1273,74,1012,2022-02-23 00:00:00,9,399.59,0.11,3200.7159
1274,107,450,2022-02-23 01:00:00,8,1459.46,0.17,9690.8144
1275,57,802,2022-02-23 02:00:00,6,3862.72,0.12,20395.1616
1276,3,822,2022-02-23 03:00:00,10,4577.0,0.07,42566.1
1277,120,255,2022-02-23 04:00:00,17,3849.65,0.21,51700.7995
1278,6,126,2022-02-23 05:00:00,5,1289.6,0.29,4578.08
1279,5,762,2022-02-23 06:00:00,14,4931.47,0.27,50399.6234
1280,5,799,2022-02-23 07:00:00,17,2184.0,0.3,25989.6
1281,54,565,2022-02-23 08:00:00,11,2006.97,0.21,17440.569300000003
1282,47,456,2022-02-23 09:00:00,4,4353.13,0.01,17238.394800000002
1283,9,1091,2022-02-23 10:00:00,17,517.8,0.17,7306.1579999999985
1284,99,1090,2022-02-23 11:00:00,2,2869.19,0.19,4648.0878
1285,20,912,2022-02-23 12:00:00,1,4835.0,0.04,4641.599999999999
1286,122,862,2022-02-23 13:00:00,18,680.63,0.25,9188.505000000001
1287,61,617,2022-02-23 14:00:00,7,2796.08,0.22,15266.5968
1288,123,400,2022-02-23 15:00:00,6,835.79,0.13,4362.8238
1289,82,287,2022-02-23 16:00:00,6,4471.89,0.09,24416.519400000005
1290,62,186,2022-02-23 17:00:00,14,3021.19,0.07,39335.8938
1291,145,284,2022-02-23 18:00:00,12,1326.1,0.29,11298.372
1292,3,650,2022-02-23 19:00:00,14,1673.81,0.24,17809.3384
1293,13,691,2022-02-23 20:00:00,14,2679.83,0.21,29638.919799999996
1294,120,237,2022-02-23 21:00:00,12,3681.67,0.28,31809.6288
1295,125,1042,2022-02-23 22:00:00,9,2539.97,0.06,21488.1462
1296,89,815,2022-02-23 23:00:00,9,1108.48,0.26,7382.4767999999995
1297,73,928,2022-02-24 00:00:00,2,3599.03,0.18,5902.409200000001
1298,68,414,2022-02-24 01:00:00,18,768.15,0.28,9955.223999999998
1299,142,9,2022-02-24 02:00:00,5,4085.16,0.2,16340.64
1300,101,420,2022-02-24 03:00:00,12,2098.88,0.22,19645.5168
1301,98,29,2022-02-24 04:00:00,14,3333.01,0.07,43395.790199999996
1302,11,348,2022-02-24 05:00:00,13,1854.56,0.1,21698.352
1303,105,661,2022-02-24 06:00:00,3,3411.55,0.09,9313.531500000001
1304,67,576,2022-02-24 07:00:00,15,4468.1,0.21,52946.985
1305,123,450,2022-02-24 08:00:00,15,3566.74,0.12,47080.968
1306,29,380,2022-02-24 09:00:00,3,3422.76,0.26,7598.5272
1307,137,699,2022-02-24 10:00:00,19,3835.57,0.06,68503.2802
1308,76,366,2022-02-24 11:00:00,15,2601.02,0.24,29651.628000000004
1309,9,1142,2022-02-24 12:00:00,19,1257.4,0.24,18156.856000000003
1310,40,412,2022-02-24 13:00:00,8,4114.51,0.19,26662.024800000003
1311,25,951,2022-02-24 14:00:00,13,3312.71,0.04,41342.620800000004
1312,5,356,2022-02-24 15:00:00,10,1706.34,0.1,15357.059999999998
1313,139,254,2022-02-24 16:00:00,2,1524.18,0.12,2682.5568000000003
1314,124,727,2022-02-24 17:00:00,11,2599.66,0.14,24592.7836
1315,38,681,2022-02-24 18:00:00,19,1195.07,0.22,17710.9374
1316,72,1105,2022-02-24 19:00:00,9,4415.55,0.1,35765.955
1317,133,1070,2022-02-24 20:00:00,9,3985.15,0.01,35507.686499999996
1318,90,1073,2022-02-24 21:00:00,6,1679.91,0.26,7458.800400000001
1319,146,810,2022-02-24 22:00:00,10,437.14,0.13,3803.1179999999995
1320,37,473,2022-02-24 23:00:00,8,448.97,0.08,3304.4192000000003
1321,60,416,2022-02-25 00:00:00,15,1626.17,0.25,18294.412500000002
1322,28,979,2022-02-25 01:00:00,6,908.04,0.26,4031.6976
1323,81,600,2022-02-25 02:00:00,7,4391.99,0.22,23980.2654
1324,114,1145,2022-02-25 03:00:00,17,2219.76,0.11,33584.9688
1325,40,1027,2022-02-25 04:00:00,4,1870.53,0.07,6958.3715999999995
1326,45,460,2022-02-25 05:00:00,8,1245.92,0.21,7874.214400000001
1327,62,79,2022-02-25 06:00:00,13,4237.76,0.02,53989.0624
1328,93,775,2022-02-25 07:00:00,14,4003.84,0.12,49327.3088
1329,115,1095,2022-02-25 08:00:00,18,2044.77,0.23,28340.5122
1330,67,896,2022-02-25 09:00:00,17,1012.92,0.18,14120.104800000001
1331,56,58,2022-02-25 10:00:00,18,4769.54,0.22,66964.3416
1332,40,624,2022-02-25 11:00:00,14,1716.13,0.17,19941.4306
1333,98,48,2022-02-25 12:00:00,11,3901.24,0.07,39909.6852
1334,40,839,2022-02-25 13:00:00,10,2422.64,0.14,20834.703999999998
1335,91,165,2022-02-25 14:00:00,13,3951.9,0.23,39558.51900000001
1336,33,330,2022-02-25 15:00:00,16,2511.72,0.07,37374.393599999996
1337,6,1145,2022-02-25 16:00:00,14,4642.69,0.29,46148.338599999995
1338,147,213,2022-02-25 17:00:00,3,4042.03,0.06,11398.524599999999
1339,80,507,2022-02-25 18:00:00,18,1449.39,0.0,26089.02
1340,92,916,2022-02-25 19:00:00,6,2265.81,0.23,10468.0422
1341,97,801,2022-02-25 20:00:00,3,682.83,0.28,1474.9128
1342,59,168,2022-02-25 21:00:00,19,4536.66,0.07,80162.78219999999
1343,59,995,2022-02-25 22:00:00,3,532.62,0.05,1517.967
1344,48,830,2022-02-25 23:00:00,12,287.56,0.07,3209.1696
1345,13,996,2022-02-26 00:00:00,8,2582.88,0.19,16737.062400000003
1346,107,987,2022-02-26 01:00:00,5,3095.02,0.17,12844.333
1347,45,787,2022-02-26 02:00:00,17,1271.43,0.19,17507.5911
1348,89,427,2022-02-26 03:00:00,10,2938.64,0.0,29386.399999999998
1349,100,1016,2022-02-26 04:00:00,17,4498.7,0.05,72654.00499999999
1350,7,1034,2022-02-26 05:00:00,9,3205.35,0.07,26828.779499999997
1351,133,1144,2022-02-26 06:00:00,13,2387.56,0.21,24520.2412
1352,45,773,2022-02-26 07:00:00,10,893.26,0.18,7324.732000000001
1353,58,1082,2022-02-26 08:00:00,8,1010.92,0.19,6550.7616
1354,31,1152,2022-02-26 09:00:00,7,2524.9,0.17,14669.668999999998
1355,23,717,2022-02-26 10:00:00,2,2422.98,0.22,3779.8488
1356,138,86,2022-02-26 11:00:00,2,2707.47,0.28,3898.7567999999997
1357,107,104,2022-02-26 12:00:00,4,2637.87,0.2,8441.184
1358,39,143,2022-02-26 13:00:00,9,1838.14,0.22,12903.742800000002
1359,82,205,2022-02-26 14:00:00,14,3540.15,0.18,40640.922
1360,100,641,2022-02-26 15:00:00,11,1218.61,0.24,10187.5796
1361,2,1062,2022-02-26 16:00:00,7,4291.18,0.28,21627.5472
1362,77,1076,2022-02-26 17:00:00,19,1133.1,0.18,17653.698
1363,12,1,2022-02-26 18:00:00,4,2196.26,0.05,8345.788
1364,39,11,2022-02-26 19:00:00,2,1211.57,0.23,1865.8178
1365,13,747,2022-02-26 20:00:00,19,3168.57,0.2,48162.264
1366,46,956,2022-02-26 21:00:00,18,2492.66,0.28,32304.873599999995
1367,113,755,2022-02-26 22:00:00,7,1996.71,0.08,12858.812400000003
1368,17,518,2022-02-26 23:00:00,11,2480.64,0.29,19373.798399999996
1369,104,1032,2022-02-27 00:00:00,10,2221.95,0.17,18442.184999999998
1370,98,5,2022-02-27 01:00:00,11,4304.79,0.29,33620.4099
1371,88,694,2022-02-27 02:00:00,9,796.48,0.24,5447.9232
1372,109,112,2022-02-27 03:00:00,3,4007.27,0.26,8896.1394
1373,70,1004,2022-02-27 04:00:00,5,3345.58,0.1,15055.110000000002
1374,74,273,2022-02-27 05:00:00,1,1871.94,0.07,1740.9042
1375,63,422,2022-02-27 06:00:00,1,4611.69,0.19,3735.4689
1376,60,265,2022-02-27 07:00:00,5,1049.34,0.11,4669.563
1377,79,212,2022-02-27 08:00:00,19,1689.38,0.3,22468.754
1378,37,1102,2022-02-27 09:00:00,6,1999.24,0.15,10196.124
1379,22,782,2022-02-27 10:00:00,3,3309.42,0.03,9630.4122
1380,148,666,2022-02-27 11:00:00,13,4742.77,0.15,52407.60850000001
1381,96,369,2022-02-27 12:00:00,17,3048.55,0.16,43533.294
1382,68,958,2022-02-27 13:00:00,3,4310.27,0.0,12930.810000000001
1383,17,347,2022-02-27 14:00:00,3,4543.87,0.07,12677.3973
1384,12,25,2022-02-27 15:00:00,13,2439.03,0.0,31707.390000000003
1385,150,976,2022-02-27 16:00:00,2,2467.68,0.17,4096.3488
1386,145,417,2022-02-27 17:00:00,3,1399.99,0.09,3821.9727000000003
1387,138,515,2022-02-27 18:00:00,16,3087.62,0.05,46931.82399999999
1388,118,215,2022-02-27 19:00:00,12,776.13,0.25,6985.17
1389,22,1136,2022-02-27 20:00:00,9,3244.78,0.01,28910.9898
1390,120,954,2022-02-27 21:00:00,16,4485.91,0.21,56701.9024
1391,50,914,2022-02-27 22:00:00,4,3851.77,0.17,12787.8764
1392,14,428,2022-02-27 23:00:00,18,3316.1,0.23,45961.146
1393,29,733,2022-02-28 00:00:00,1,4224.34,0.04,4055.3664
1394,125,699,2022-02-28 01:00:00,7,3703.11,0.26,19182.1098
1395,7,216,2022-02-28 02:00:00,12,2742.38,0.1,29617.703999999998
1396,29,413,2022-02-28 03:00:00,8,2701.11,0.0,21608.88
1397,139,380,2022-02-28 04:00:00,8,713.62,0.2,4567.168000000001
1398,33,232,2022-02-28 05:00:00,9,2285.19,0.26,15219.365399999999
1399,134,835,2022-02-28 06:00:00,14,2707.76,0.11,33738.6896
1400,111,258,2022-02-28 07:00:00,5,2455.6,0.16,10313.52
1401,79,403,2022-02-28 08:00:00,2,3924.87,0.12,6907.7712
1402,58,424,2022-02-28 09:00:00,10,972.62,0.01,9628.938
1403,26,770,2022-02-28 10:00:00,9,4015.51,0.23,27827.484300000004
1404,29,65,2022-02-28 11:00:00,7,3759.98,0.28,18950.2992
1405,4,190,2022-02-28 12:00:00,18,4523.95,0.13,70845.05699999999
1406,99,950,2022-02-28 13:00:00,12,1992.58,0.04,22954.5216
1407,141,173,2022-02-28 14:00:00,11,1047.41,0.15,9793.2835
1408,39,759,2022-02-28 15:00:00,10,3841.42,0.27,28042.365999999998
1409,15,628,2022-02-28 16:00:00,13,3024.47,0.18,32240.850200000004
1410,119,561,2022-02-28 17:00:00,9,3619.96,0.06,30624.861599999997
1411,29,1001,2022-02-28 18:00:00,16,4984.35,0.17,66192.168
1412,75,401,2022-02-28 19:00:00,17,1133.79,0.1,17346.987
1413,116,638,2022-02-28 20:00:00,5,2173.05,0.01,10756.5975
1414,32,949,2022-02-28 21:00:00,6,1124.94,0.27,4927.2372000000005
1415,130,213,2022-02-28 22:00:00,10,4330.99,0.24,32915.524
1416,84,53,2022-02-28 23:00:00,11,281.51,0.28,2229.5591999999997
1417,22,624,2022-03-01 00:00:00,2,849.07,0.2,1358.5120000000002
1418,27,752,2022-03-01 01:00:00,7,1389.78,0.13,8463.760199999999
1419,81,662,2022-03-01 02:00:00,14,3902.35,0.15,46437.965
1420,126,139,2022-03-01 03:00:00,4,3216.58,0.06,12094.3408
1421,92,418,2022-03-01 04:00:00,5,2065.34,0.12,9087.496000000001
1422,21,143,2022-03-01 05:00:00,19,961.76,0.05,17359.767999999996
1423,47,509,2022-03-01 06:00:00,10,1743.72,0.14,14995.992
1424,101,650,2022-03-01 07:00:00,6,3768.42,0.19,18314.521200000003
1425,84,486,2022-03-01 08:00:00,2,2033.37,0.08,3741.4008
1426,6,992,2022-03-01 09:00:00,3,2420.46,0.28,5228.1936
1427,147,543,2022-03-01 10:00:00,15,3121.4,0.19,37925.01
1428,131,293,2022-03-01 11:00:00,10,4581.86,0.07,42611.297999999995
1429,1,671,2022-03-01 12:00:00,17,1400.51,0.05,22618.2365
1430,58,838,2022-03-01 13:00:00,7,2350.38,0.05,15630.026999999998
1431,124,1038,2022-03-01 14:00:00,2,1689.54,0.29,2399.1468
1432,15,634,2022-03-01 15:00:00,7,2437.7,0.07,15869.426999999996
1433,64,272,2022-03-01 16:00:00,15,3543.02,0.05,50488.035
1434,25,1049,2022-03-01 17:00:00,3,2513.91,0.05,7164.643499999999
1435,24,322,2022-03-01 18:00:00,5,4205.77,0.1,18925.965000000004
1436,12,806,2022-03-01 19:00:00,8,2855.64,0.18,18732.9984
1437,18,1127,2022-03-01 20:00:00,4,2051.67,0.02,8042.5464
1438,15,883,2022-03-01 21:00:00,18,3955.14,0.05,67632.894
1439,27,1064,2022-03-01 22:00:00,19,2270.35,0.29,30627.0215
1440,72,235,2022-03-01 23:00:00,8,2674.65,0.19,17331.732
1441,60,832,2022-03-02 00:00:00,6,4974.42,0.04,28652.6592
1442,145,1113,2022-03-02 01:00:00,5,3974.87,0.17,16495.710499999997
1443,93,1124,2022-03-02 02:00:00,5,4304.68,0.07,20016.762
1444,53,144,2022-03-02 03:00:00,17,3045.68,0.29,36761.357599999996
1445,8,1106,2022-03-02 04:00:00,6,1871.44,0.12,9881.2032
1446,79,589,2022-03-02 05:00:00,13,4958.09,0.04,61876.9632
1447,27,229,2022-03-02 06:00:00,9,1371.3,0.18,10120.194
1448,50,274,2022-03-02 07:00:00,12,4389.52,0.04,50567.2704
1449,131,590,2022-03-02 08:00:00,10,4574.25,0.16,38423.7
1450,93,653,2022-03-02 09:00:00,1,4124.26,0.26,3051.9524
1451,24,583,2022-03-02 10:00:00,11,747.6,0.1,7401.240000000001
1452,60,968,2022-03-02 11:00:00,6,4299.74,0.14,22186.6584
1453,122,372,2022-03-02 12:00:00,3,3386.13,0.03,9853.638299999999
1454,131,1104,2022-03-02 13:00:00,6,3467.96,0.19,16854.285600000003
1455,148,819,2022-03-02 14:00:00,9,3975.35,0.03,34704.8055
1456,46,572,2022-03-02 15:00:00,8,2554.58,0.1,18392.976
1457,15,545,2022-03-02 16:00:00,15,1482.35,0.25,16676.4375
1458,17,127,2022-03-02 17:00:00,6,2959.67,0.04,17047.6992
1459,126,733,2022-03-02 18:00:00,11,721.64,0.25,5953.53
1460,84,417,2022-03-02 19:00:00,10,3439.06,0.19,27856.386000000002
1461,9,638,2022-03-02 20:00:00,11,2518.12,0.04,26591.3472
1462,63,41,2022-03-02 21:00:00,4,2611.19,0.05,9922.521999999999
1463,117,787,2022-03-02 22:00:00,13,1091.95,0.2,11356.28
1464,130,297,2022-03-02 23:00:00,8,398.16,0.22,2484.5184000000004
1465,88,42,2022-03-03 00:00:00,15,3134.09,0.2,37609.08000000001
1466,72,632,2022-03-03 01:00:00,7,3362.39,0.21,18594.0167
1467,139,33,2022-03-03 02:00:00,1,2591.8,0.11,2306.702
1468,64,665,2022-03-03 03:00:00,9,3875.51,0.0,34879.590000000004
1469,72,1114,2022-03-03 04:00:00,8,2905.84,0.16,19527.2448
1470,21,616,2022-03-03 05:00:00,2,4271.34,0.18,7004.997600000001
1471,18,948,2022-03-03 06:00:00,14,1582.97,0.21,17507.648200000003
1472,64,160,2022-03-03 07:00:00,12,1366.92,0.07,15254.8272
1473,82,458,2022-03-03 08:00:00,17,1453.5,0.05,23474.024999999998
1474,110,399,2022-03-03 09:00:00,19,346.49,0.25,4937.4825
1475,95,1115,2022-03-03 10:00:00,6,4523.0,0.25,20353.5
1476,32,581,2022-03-03 11:00:00,5,4996.1,0.3,17486.35
1477,11,220,2022-03-03 12:00:00,6,4119.31,0.1,22244.274
1478,45,379,2022-03-03 13:00:00,3,2180.46,0.02,6410.5524
1479,33,930,2022-03-03 14:00:00,16,1898.88,0.14,26128.5888
1480,102,964,2022-03-03 15:00:00,18,3918.48,0.14,60658.0704
1481,136,1170,2022-03-03 16:00:00,14,2647.74,0.01,36697.6764
1482,11,233,2022-03-03 17:00:00,15,4709.4,0.17,58632.03
1483,88,922,2022-03-03 18:00:00,4,1541.98,0.08,5674.486400000001
1484,41,234,2022-03-03 19:00:00,11,1754.33,0.04,18525.724799999996
1485,145,726,2022-03-03 20:00:00,5,4994.36,0.18,20476.876
1486,76,367,2022-03-03 21:00:00,9,4895.24,0.08,40532.5872
1487,121,481,2022-03-03 22:00:00,5,4448.92,0.17,18463.017999999996
1488,46,590,2022-03-03 23:00:00,7,2142.22,0.0,14995.539999999999
1489,80,1119,2022-03-04 00:00:00,18,4220.54,0.11,67613.0508
1490,54,216,2022-03-04 01:00:00,18,1560.29,0.26,20783.0628
1491,86,725,2022-03-04 02:00:00,2,1422.82,0.2,2276.512
1492,92,712,2022-03-04 03:00:00,13,2822.9,0.26,27156.298000000003
1493,148,985,2022-03-04 04:00:00,13,4329.26,0.22,43898.69640000001
1494,97,1159,2022-03-04 05:00:00,17,667.87,0.22,8855.9562
1495,2,1107,2022-03-04 06:00:00,17,2913.47,0.26,36651.4526
1496,33,391,2022-03-04 07:00:00,6,3126.74,0.01,18572.8356
1497,77,1071,2022-03-04 08:00:00,14,2983.03,0.13,36333.305400000005
1498,116,392,2022-03-04 09:00:00,14,1248.79,0.29,12412.972599999997
1499,150,718,2022-03-04 10:00:00,12,507.82,0.05,5789.148
1500,103,385,2022-03-04 11:00:00,5,4495.96,0.2,17983.84
1501,103,381,2022-03-04 12:00:00,5,2957.66,0.24,11239.108
1502,90,1101,2022-03-04 13:00:00,4,3885.94,0.28,11191.5072
1503,122,604,2022-03-04 14:00:00,13,1949.3,0.26,18752.266
1504,143,934,2022-03-04 15:00:00,4,404.01,0.2,1292.832
1505,106,399,2022-03-04 16:00:00,18,1445.91,0.21,20560.840200000002
1506,119,100,2022-03-04 17:00:00,16,552.16,0.1,7951.103999999999
1507,49,383,2022-03-04 18:00:00,18,575.56,0.07,9634.874399999997
1508,104,707,2022-03-04 19:00:00,2,1229.4,0.29,1745.748
1509,61,10,2022-03-04 20:00:00,4,3241.18,0.29,9204.9512
1510,123,264,2022-03-04 21:00:00,17,4125.3,0.13,61013.187000000005
1511,134,832,2022-03-04 22:00:00,6,4142.51,0.12,21872.452800000003
1512,9,630,2022-03-04 23:00:00,18,4701.23,0.14,72775.04039999998
1513,6,762,2022-03-05 00:00:00,7,3350.63,0.14,20170.7926
1514,73,195,2022-03-05 01:00:00,13,295.33,0.25,2879.4674999999997
1515,103,562,2022-03-05 02:00:00,9,2011.53,0.13,15750.2799
1516,41,97,2022-03-05 03:00:00,2,735.01,0.26,1087.8147999999999
1517,114,462,2022-03-05 04:00:00,8,3931.83,0.21,24849.1656
1518,8,758,2022-03-05 05:00:00,14,774.51,0.29,7698.629399999999
1519,72,87,2022-03-05 06:00:00,18,708.43,0.2,10201.392
1520,92,991,2022-03-05 07:00:00,1,335.4,0.12,295.152
1521,62,77,2022-03-05 08:00:00,9,4786.41,0.28,31015.9368
1522,84,1170,2022-03-05 09:00:00,9,3971.41,0.07,33240.7017
1523,62,661,2022-03-05 10:00:00,2,1799.89,0.29,2555.8438
1524,111,1135,2022-03-05 11:00:00,16,2006.91,0.01,31789.454400000002
1525,127,765,2022-03-05 12:00:00,4,485.26,0.19,1572.2424
1526,7,678,2022-03-05 13:00:00,13,958.0,0.01,12329.46
1527,84,791,2022-03-05 14:00:00,17,1694.97,0.06,27085.6206
1528,132,583,2022-03-05 15:00:00,11,2061.77,0.14,19504.3442
1529,134,671,2022-03-05 16:00:00,2,3175.89,0.05,6034.191
1530,58,538,2022-03-05 17:00:00,4,1881.6,0.3,5268.48
1531,22,1186,2022-03-05 18:00:00,12,4782.08,0.23,44186.419200000004
1532,127,430,2022-03-05 19:00:00,2,1845.41,0.26,2731.2068
1533,3,1093,2022-03-05 20:00:00,1,4719.66,0.29,3350.9586
1534,127,133,2022-03-05 21:00:00,6,3703.33,0.2,17775.984
1535,41,189,2022-03-05 22:00:00,16,4519.51,0.08,66527.1872
1536,106,573,2022-03-05 23:00:00,2,3575.15,0.23,5505.731000000001
1537,14,279,2022-03-06 00:00:00,14,2929.2,0.18,33627.216
1538,12,542,2022-03-06 01:00:00,12,2643.6,0.08,29185.343999999997
1539,87,1185,2022-03-06 02:00:00,19,1598.42,0.11,27029.2822
1540,12,746,2022-03-06 03:00:00,3,1631.24,0.18,4012.8504000000007
1541,141,899,2022-03-06 04:00:00,19,1271.39,0.12,21257.640800000005
1542,25,453,2022-03-06 05:00:00,11,2050.6,0.07,20977.638
1543,45,889,2022-03-06 06:00:00,4,809.47,0.13,2816.9556000000002
1544,122,851,2022-03-06 07:00:00,17,2060.5,0.07,32576.504999999997
1545,147,170,2022-03-06 08:00:00,17,4201.97,0.26,52860.782600000006
1546,55,830,2022-03-06 09:00:00,7,4377.4,0.21,24207.021999999997
1547,100,698,2022-03-06 10:00:00,5,3285.59,0.11,14620.8755
1548,136,1081,2022-03-06 11:00:00,19,1432.69,0.28,19599.1992
1549,119,769,2022-03-06 12:00:00,19,1353.68,0.12,22633.5296
1550,53,358,2022-03-06 13:00:00,9,1534.06,0.17,11459.428199999998
1551,32,201,2022-03-06 14:00:00,17,2600.19,0.15,37572.745500000005
1552,51,444,2022-03-06 15:00:00,9,4886.93,0.04,42223.0752
1553,44,827,2022-03-06 16:00:00,14,724.09,0.13,8819.4162
1554,82,1130,2022-03-06 17:00:00,5,2602.46,0.02,12752.053999999998
1555,146,101,2022-03-06 18:00:00,2,3474.77,0.05,6602.063
1556,150,1121,2022-03-06 19:00:00,15,1379.17,0.24,15722.538000000002
1557,37,938,2022-03-06 20:00:00,16,4851.74,0.09,70641.33439999999
1558,96,29,2022-03-06 21:00:00,19,1875.3,0.03,34561.778999999995
1559,56,665,2022-03-06 22:00:00,1,4675.31,0.22,3646.7418000000002
1560,105,73,2022-03-06 23:00:00,12,3067.31,0.24,27973.8672
1561,59,254,2022-03-07 00:00:00,19,219.58,0.17,3462.7766
1562,131,516,2022-03-07 01:00:00,15,1693.34,0.27,18542.072999999997
1563,35,749,2022-03-07 02:00:00,5,303.43,0.25,1137.8625000000002
1564,93,1044,2022-03-07 03:00:00,1,2031.08,0.17,1685.7964
1565,97,535,2022-03-07 04:00:00,11,4676.16,0.22,40121.4528
1566,135,421,2022-03-07 05:00:00,9,3939.28,0.1,31908.168000000005
1567,76,446,2022-03-07 06:00:00,7,3176.63,0.19,18011.4921
1568,49,879,2022-03-07 07:00:00,2,2785.05,0.29,3954.771
1569,94,136,2022-03-07 08:00:00,17,1988.39,0.24,25689.998800000005
1570,24,33,2022-03-07 09:00:00,16,1215.39,0.11,17307.1536
1571,148,647,2022-03-07 10:00:00,16,500.12,0.28,5761.3823999999995
1572,37,278,2022-03-07 11:00:00,14,1112.7,0.25,11683.35
1573,4,133,2022-03-07 12:00:00,2,1887.3,0.01,3736.854
1574,108,750,2022-03-07 13:00:00,19,2695.96,0.22,39954.1272
1575,126,126,2022-03-07 14:00:00,3,1181.14,0.29,2515.8282
1576,20,345,2022-03-07 15:00:00,8,4876.78,0.1,35112.816
1577,50,17,2022-03-07 16:00:00,19,568.88,0.08,9944.0224
1578,96,824,2022-03-07 17:00:00,16,655.0,0.19,8488.800000000001
1579,105,562,2022-03-07 18:00:00,4,3476.49,0.03,13488.7812
1580,117,647,2022-03-07 19:00:00,8,3824.3,0.2,24475.520000000004
1581,98,630,2022-03-07 20:00:00,1,4867.77,0.07,4527.0261
